Timestamp,GHI_Wm2,AOD_Dust,Tamb_C,Tcell_C,PlantCapacity_kWp,Pout_kW
06/12/2023 08:00,0.0,0.543,27.52,27.52,300.0,0.0
06/12/2023 09:00,35.82,0.587,24.96,26.08,300.0,8.1
06/12/2023 10:00,0.0,1.104,24.58,24.58,300.0,3.15
06/12/2023 11:00,6.42,0.651,24.8,25.0,300.0,0.0
06/12/2023 12:00,12.85,0.792,27.19,27.59,300.0,5.46
06/12/2023 13:00,271.29,0.533,30.87,39.34,300.0,58.44
06/12/2023 14:00,468.04,0.688,30.93,45.55,300.0,91.84
06/12/2023 15:00,700.35,0.618,31.47,53.35,300.0,135.21
06/12/2023 16:00,831.05,0.517,34.78,60.75,300.0,162.34
06/12/2023 17:00,1011.93,0.57,35.53,67.15,300.0,189.31
06/12/2023 18:00,965.08,0.965,34.73,64.89,300.0,152.83
06/12/2023 19:00,942.05,0.612,38.89,68.33,300.0,170.72
06/12/2023 20:00,0.0,0.74,34.53,34.53,300.0,3.23
06/12/2023 21:00,0.0,0.532,36.38,36.38,300.0,0.0
06/12/2023 22:00,0.0,0.746,33.64,33.64,300.0,0.0
06/12/2023 23:00,0.0,0.631,34.79,34.79,300.0,0.51
06/13/2023 00:00,0.0,0.813,32.05,32.05,300.0,1.36
06/13/2023 01:00,0.0,0.559,31.91,31.91,300.0,0.38
06/13/2023 02:00,0.0,0.592,33.51,33.51,300.0,0.3
06/13/2023 03:00,0.0,0.791,30.06,30.06,300.0,3.21
06/13/2023 04:00,0.0,0.679,28.14,28.14,300.0,0.19
06/13/2023 05:00,0.0,0.572,25.22,25.22,300.0,0.0
06/13/2023 06:00,4.43,0.515,25.87,26.01,300.0,0.0
06/13/2023 07:00,7.9,0.516,23.58,23.83,300.0,4.39
06/13/2023 08:00,6.46,1.131,26.25,26.45,300.0,0.24
06/13/2023 09:00,0.0,0.589,26.39,26.39,300.0,0.0
06/13/2023 10:00,0.0,0.586,25.32,25.32,300.0,2.1
06/13/2023 11:00,13.32,0.604,28.88,29.3,300.0,7.01
06/13/2023 12:00,0.25,1.228,29.71,29.71,300.0,0.54
06/13/2023 13:00,275.98,0.547,28.85,37.48,300.0,59.58
06/13/2023 14:00,514.63,0.62,30.77,46.85,300.0,103.33
06/13/2023 15:00,677.02,0.526,30.33,51.49,300.0,138.72
06/13/2023 16:00,835.32,0.542,32.01,58.12,300.0,165.11
06/13/2023 17:00,948.56,0.502,31.84,61.48,300.0,188.45
06/13/2023 18:00,976.54,0.542,33.53,64.05,300.0,190.36
06/13/2023 19:00,978.78,0.598,34.6,65.18,300.0,182.58
06/13/2023 20:00,0.0,0.538,32.43,32.43,300.0,2.72
06/13/2023 21:00,0.0,0.641,35.62,35.62,300.0,0.0
06/13/2023 22:00,0.0,0.496,35.79,35.79,300.0,0.0
06/13/2023 23:00,0.0,0.561,33.45,33.45,300.0,2.56
06/14/2023 00:00,0.0,0.516,28.4,28.4,300.0,0.04
06/14/2023 01:00,0.0,0.539,30.86,30.86,300.0,0.0
06/14/2023 02:00,0.0,0.495,27.85,27.85,300.0,0.07
06/14/2023 03:00,0.0,0.564,27.73,27.73,300.0,2.93
06/14/2023 04:00,0.0,0.679,29.62,29.62,300.0,0.61
06/14/2023 05:00,0.0,0.566,22.75,22.75,300.0,2.5
06/14/2023 06:00,0.0,0.517,24.39,24.39,300.0,0.0
06/14/2023 07:00,14.06,0.722,26.36,26.8,300.0,5.1
06/14/2023 08:00,24.74,0.652,23.89,24.66,300.0,5.84
06/14/2023 09:00,0.0,0.672,23.94,23.94,300.0,1.77
06/14/2023 10:00,26.16,0.503,28.66,29.48,300.0,7.93
06/14/2023 11:00,0.0,0.641,26.97,26.97,300.0,0.0
06/14/2023 12:00,0.0,0.573,28.84,28.84,300.0,0.14
06/14/2023 13:00,257.57,0.668,29.39,37.44,300.0,54.49
06/14/2023 14:00,484.59,0.914,30.18,45.33,300.0,86.82
06/14/2023 15:00,753.56,0.664,33.13,56.68,300.0,144.17
06/14/2023 16:00,863.2,0.557,35.3,62.28,300.0,166.99
06/14/2023 17:00,956.1,0.512,30.95,60.83,300.0,193.31
06/14/2023 18:00,998.78,0.587,34.22,65.43,300.0,186.0
06/14/2023 19:00,924.19,0.508,34.71,63.59,300.0,178.9
06/14/2023 20:00,0.0,0.603,34.3,34.3,300.0,0.0
06/14/2023 21:00,0.0,0.526,36.24,36.24,300.0,2.39
06/14/2023 22:00,0.0,0.525,34.66,34.66,300.0,0.0
06/14/2023 23:00,0.0,0.521,36.37,36.37,300.0,0.0
06/15/2023 00:00,0.0,0.746,34.11,34.11,300.0,0.0
06/15/2023 01:00,0.0,0.727,33.3,33.3,300.0,1.47
06/15/2023 02:00,0.0,0.604,28.16,28.16,300.0,0.0
06/15/2023 03:00,0.0,0.61,27.46,27.46,300.0,1.1
06/15/2023 04:00,0.0,1.055,26.37,26.37,300.0,0.0
06/15/2023 05:00,0.0,0.782,28.41,28.41,300.0,0.0
06/15/2023 06:00,0.0,0.841,24.18,24.18,300.0,0.0
06/15/2023 07:00,0.0,0.641,23.72,23.72,300.0,0.41
06/15/2023 08:00,0.0,0.494,23.28,23.28,300.0,0.0
06/15/2023 09:00,0.0,0.698,29.26,29.26,300.0,0.0
06/15/2023 10:00,0.0,0.58,25.42,25.42,300.0,0.8
06/15/2023 11:00,4.39,0.505,27.22,27.36,300.0,2.24
06/15/2023 12:00,4.69,0.573,25.75,25.89,300.0,2.92
06/15/2023 13:00,292.52,0.736,30.1,39.25,300.0,57.6
06/15/2023 14:00,486.02,0.537,27.3,42.49,300.0,101.6
06/15/2023 15:00,712.16,0.513,29.78,52.04,300.0,148.4
06/15/2023 16:00,871.22,0.513,31.36,58.59,300.0,176.4
06/15/2023 17:00,959.67,0.502,33.82,63.81,300.0,188.91
06/15/2023 18:00,1013.66,0.822,33.1,64.78,300.0,169.0
06/15/2023 19:00,980.25,0.709,37.07,67.71,300.0,176.04
06/15/2023 20:00,0.0,0.931,35.71,35.71,300.0,0.0
06/15/2023 21:00,0.0,0.718,33.75,33.75,300.0,0.99
06/15/2023 22:00,0.0,0.661,35.79,35.79,300.0,2.09
06/15/2023 23:00,0.0,0.568,32.9,32.9,300.0,0.0
06/16/2023 00:00,0.0,0.561,31.59,31.59,300.0,0.0
06/16/2023 01:00,0.0,0.609,32.61,32.61,300.0,0.0
06/16/2023 02:00,0.0,0.694,26.29,26.29,300.0,0.0
06/16/2023 03:00,0.0,0.528,29.78,29.78,300.0,1.8
06/16/2023 04:00,0.0,0.645,26.4,26.4,300.0,0.0
06/16/2023 05:00,0.0,0.554,25.37,25.37,300.0,6.22
06/16/2023 06:00,5.67,0.762,28.58,28.76,300.0,0.24
06/16/2023 07:00,0.0,0.568,24.35,24.35,300.0,2.76
06/16/2023 08:00,0.0,0.575,26.41,26.41,300.0,1.09
06/16/2023 09:00,0.0,0.663,25.56,25.56,300.0,0.22
06/16/2023 10:00,12.04,0.632,26.22,26.59,300.0,5.56
06/16/2023 11:00,0.0,0.646,26.06,26.06,300.0,0.0
06/16/2023 12:00,20.23,0.511,27.02,27.65,300.0,5.5
06/16/2023 13:00,253.7,0.617,30.97,38.9,300.0,51.37
06/16/2023 14:00,486.61,0.505,31.37,46.58,300.0,102.79
06/16/2023 15:00,681.47,0.534,30.52,51.81,300.0,138.83
06/16/2023 16:00,870.39,0.546,30.9,58.1,300.0,170.5
06/16/2023 17:00,983.06,0.54,32.63,63.35,300.0,187.3
06/16/2023 18:00,1004.66,0.503,35.78,67.17,300.0,195.7
06/16/2023 19:00,1009.93,0.564,36.57,68.13,300.0,189.04
06/16/2023 20:00,0.0,0.582,35.81,35.81,300.0,0.0
06/16/2023 21:00,0.0,0.763,32.38,32.38,300.0,1.52
06/16/2023 22:00,0.0,0.751,35.43,35.43,300.0,0.9
06/16/2023 23:00,0.0,0.892,35.46,35.46,300.0,0.0
06/17/2023 00:00,0.0,0.899,32.74,32.74,300.0,6.1
06/17/2023 01:00,0.0,0.657,34.25,34.25,300.0,2.04
06/17/2023 02:00,0.0,1.049,28.0,28.0,300.0,4.89
06/17/2023 03:00,0.0,0.544,29.72,29.72,300.0,0.0
06/17/2023 04:00,0.0,0.549,25.95,25.95,300.0,0.5
06/17/2023 05:00,0.0,0.514,28.04,28.04,300.0,0.0
06/17/2023 06:00,3.42,0.498,26.57,26.68,300.0,0.13
06/17/2023 07:00,0.0,0.504,27.86,27.86,300.0,0.0
06/17/2023 08:00,30.17,0.508,25.73,26.68,300.0,12.97
06/17/2023 09:00,19.35,1.027,24.55,25.15,300.0,2.09
06/17/2023 10:00,0.0,0.602,24.92,24.92,300.0,0.0
06/17/2023 11:00,0.1,0.535,26.07,26.08,300.0,0.0
06/17/2023 12:00,3.91,0.544,26.72,26.84,300.0,1.95
06/17/2023 13:00,265.93,0.519,30.71,39.02,300.0,56.3
06/17/2023 14:00,472.63,0.577,31.9,46.67,300.0,98.92
06/17/2023 15:00,675.93,0.566,29.03,50.16,300.0,133.87
06/17/2023 16:00,847.87,0.819,32.54,59.04,300.0,145.7
06/17/2023 17:00,946.18,1.056,33.61,63.18,300.0,138.18
06/17/2023 18:00,986.65,0.538,33.14,63.98,300.0,189.99
06/17/2023 19:00,978.17,0.714,35.47,66.04,300.0,171.06
06/17/2023 20:00,0.0,0.623,37.18,37.18,300.0,0.0
06/17/2023 21:00,0.0,0.652,36.15,36.15,300.0,0.0
06/17/2023 22:00,0.0,0.571,36.34,36.34,300.0,1.94
06/17/2023 23:00,0.0,0.776,32.44,32.44,300.0,4.35
06/18/2023 00:00,0.0,0.728,32.55,32.55,300.0,0.68
06/18/2023 01:00,0.0,0.626,30.14,30.14,300.0,0.0
06/18/2023 02:00,0.0,0.615,30.35,30.35,300.0,0.13
06/18/2023 03:00,0.0,0.511,29.19,29.19,300.0,0.0
06/18/2023 04:00,0.0,0.531,28.93,28.93,300.0,1.78
06/18/2023 05:00,0.0,0.533,28.43,28.43,300.0,0.58
06/18/2023 06:00,0.0,0.497,26.7,26.7,300.0,0.0
06/18/2023 07:00,0.0,0.56,23.87,23.87,300.0,2.2
06/18/2023 08:00,1.84,0.619,22.96,23.02,300.0,2.34
06/18/2023 09:00,0.0,0.726,25.94,25.94,300.0,2.99
06/18/2023 10:00,0.0,0.493,27.91,27.91,300.0,0.0
06/18/2023 11:00,0.0,0.6,26.42,26.42,300.0,0.6
06/18/2023 12:00,0.0,0.884,25.2,25.2,300.0,0.0
06/18/2023 13:00,255.77,0.546,31.83,39.82,300.0,54.86
06/18/2023 14:00,496.58,0.506,30.73,46.24,300.0,106.65
06/18/2023 15:00,695.62,0.708,31.54,53.28,300.0,128.67
06/18/2023 16:00,862.29,0.568,30.74,57.69,300.0,169.96
06/18/2023 17:00,966.93,0.643,33.55,63.77,300.0,178.05
06/18/2023 18:00,1017.56,0.546,35.35,67.15,300.0,192.28
06/18/2023 19:00,963.72,0.605,35.58,65.69,300.0,181.68
06/18/2023 20:00,0.0,0.931,33.97,33.97,300.0,0.0
06/18/2023 21:00,0.0,0.551,34.74,34.74,300.0,0.27
06/18/2023 22:00,0.0,0.696,33.4,33.4,300.0,0.0
06/18/2023 23:00,0.0,0.633,36.02,36.02,300.0,1.04
06/19/2023 00:00,0.0,0.737,33.84,33.84,300.0,0.0
06/19/2023 01:00,0.0,0.728,30.51,30.51,300.0,1.91
06/19/2023 02:00,0.0,0.62,28.24,28.24,300.0,0.0
06/19/2023 03:00,0.0,0.882,29.12,29.12,300.0,0.86
06/19/2023 04:00,0.0,0.496,26.76,26.76,300.0,0.0
06/19/2023 05:00,0.0,0.501,25.83,25.83,300.0,1.23
06/19/2023 06:00,0.0,0.504,23.96,23.96,300.0,0.0
06/19/2023 07:00,0.0,0.62,23.65,23.65,300.0,0.8
06/19/2023 08:00,3.63,0.509,25.24,25.36,300.0,0.0
06/19/2023 09:00,8.31,0.599,24.77,25.03,300.0,0.0
06/19/2023 10:00,0.0,0.628,29.41,29.41,300.0,0.0
06/19/2023 11:00,0.0,0.616,27.35,27.35,300.0,0.38
06/19/2023 12:00,0.0,0.563,25.77,25.77,300.0,1.15
06/19/2023 13:00,214.5,0.605,26.4,33.1,300.0,46.63
06/19/2023 14:00,495.57,0.659,30.59,46.08,300.0,96.08
06/19/2023 15:00,703.91,0.788,30.7,52.69,300.0,130.3
06/19/2023 16:00,862.76,0.511,34.49,61.46,300.0,171.93
06/19/2023 17:00,994.18,0.749,33.96,65.02,300.0,171.02
06/19/2023 18:00,975.61,0.608,31.35,61.84,300.0,184.99
06/19/2023 19:00,949.37,0.505,33.3,62.97,300.0,188.25
06/19/2023 20:00,0.0,0.569,33.98,33.98,300.0,0.0
06/19/2023 21:00,0.0,0.579,35.49,35.49,300.0,0.0
06/19/2023 22:00,0.0,0.598,32.75,32.75,300.0,1.97
06/19/2023 23:00,0.0,0.602,33.76,33.76,300.0,3.46
06/20/2023 00:00,0.0,0.875,30.5,30.5,300.0,0.0
06/20/2023 01:00,0.0,0.592,31.3,31.3,300.0,2.46
06/20/2023 02:00,0.0,0.612,30.55,30.55,300.0,0.04
06/20/2023 03:00,0.0,0.511,30.9,30.9,300.0,0.47
06/20/2023 04:00,0.0,0.586,27.87,27.87,300.0,2.7
06/20/2023 05:00,0.0,0.788,25.24,25.24,300.0,0.0
06/20/2023 06:00,0.0,0.607,27.91,27.91,300.0,1.63
06/20/2023 07:00,0.0,0.548,24.9,24.9,300.0,2.56
06/20/2023 08:00,0.0,0.517,26.16,26.16,300.0,0.0
06/20/2023 09:00,15.09,0.541,24.25,24.72,300.0,0.67
06/20/2023 10:00,45.53,0.545,25.81,27.23,300.0,13.59
06/20/2023 11:00,1.23,0.507,25.26,25.3,300.0,0.0
06/20/2023 12:00,0.0,1.064,27.98,27.98,300.0,0.84
06/20/2023 13:00,235.12,0.552,29.91,37.26,300.0,52.96
06/20/2023 14:00,511.04,0.523,29.26,45.23,300.0,109.31
06/20/2023 15:00,671.81,0.549,30.47,51.46,300.0,138.14
06/20/2023 16:00,877.03,0.52,33.04,60.44,300.0,173.64
06/20/2023 17:00,982.28,0.73,32.3,62.99,300.0,174.4
06/20/2023 18:00,1008.72,0.56,32.05,63.58,300.0,192.04
06/20/2023 19:00,961.53,0.489,35.36,65.41,300.0,188.25
06/20/2023 20:00,0.0,0.572,34.84,34.84,300.0,0.07
06/20/2023 21:00,0.0,0.656,34.64,34.64,300.0,0.0
06/20/2023 22:00,0.0,0.489,35.11,35.11,300.0,1.15
06/20/2023 23:00,0.0,0.558,34.53,34.53,300.0,0.0
06/21/2023 00:00,0.0,0.649,32.26,32.26,300.0,0.73
06/21/2023 01:00,0.0,0.507,29.61,29.61,300.0,0.91
06/21/2023 02:00,0.0,0.531,29.04,29.04,300.0,0.0
06/21/2023 03:00,0.0,0.624,29.58,29.58,300.0,0.0
06/21/2023 04:00,0.0,1.05,27.7,27.7,300.0,0.0
06/21/2023 05:00,0.0,0.542,25.64,25.64,300.0,1.28
06/21/2023 06:00,11.18,0.824,24.49,24.84,300.0,2.91
06/21/2023 07:00,11.17,0.793,26.1,26.45,300.0,0.02
06/21/2023 08:00,0.0,0.571,24.67,24.67,300.0,0.21
06/21/2023 09:00,10.94,0.572,26.3,26.64,300.0,2.97
06/21/2023 10:00,0.0,0.502,26.99,26.99,300.0,0.44
06/21/2023 11:00,0.0,0.514,25.99,25.99,300.0,0.0
06/21/2023 12:00,22.54,0.497,28.92,29.63,300.0,5.49
06/21/2023 13:00,278.31,1.096,28.91,37.61,300.0,47.67
06/21/2023 14:00,485.86,0.69,30.4,45.58,300.0,95.84
06/21/2023 15:00,692.42,0.552,28.01,49.65,300.0,142.97
06/21/2023 16:00,853.09,0.552,31.04,57.7,300.0,172.13
06/21/2023 17:00,980.55,0.645,32.16,62.8,300.0,181.24
06/21/2023 18:00,979.98,0.962,33.85,64.48,300.0,151.42
06/21/2023 19:00,973.04,0.611,35.0,65.41,300.0,178.63
06/21/2023 20:00,0.0,0.541,35.23,35.23,300.0,0.35
06/21/2023 21:00,0.0,0.673,35.26,35.26,300.0,0.0
06/21/2023 22:00,0.0,0.545,33.3,33.3,300.0,0.0
06/21/2023 23:00,0.0,0.949,34.57,34.57,300.0,0.93
06/22/2023 00:00,0.0,0.558,35.21,35.21,300.0,2.34
06/22/2023 01:00,0.0,0.507,30.76,30.76,300.0,0.0
06/22/2023 02:00,0.0,0.59,29.0,29.0,300.0,0.2
06/22/2023 03:00,0.0,0.649,27.67,27.67,300.0,0.0
06/22/2023 04:00,0.0,0.591,27.62,27.62,300.0,0.08
06/22/2023 05:00,0.0,0.563,25.67,25.67,300.0,0.28
06/22/2023 06:00,0.0,0.571,23.07,23.07,300.0,0.0
06/22/2023 07:00,0.0,0.587,22.98,22.98,300.0,2.78
06/22/2023 08:00,27.66,0.677,26.53,27.39,300.0,8.35
06/22/2023 09:00,4.03,0.492,27.09,27.21,300.0,5.22
06/22/2023 10:00,0.0,0.679,28.07,28.07,300.0,0.0
06/22/2023 11:00,6.11,0.513,26.8,26.99,300.0,0.59
06/22/2023 12:00,0.0,0.497,26.01,26.01,300.0,0.0
06/22/2023 13:00,327.86,0.498,28.04,38.29,300.0,71.57
06/22/2023 14:00,505.63,0.607,27.76,43.56,300.0,105.1
06/22/2023 15:00,699.4,0.865,28.99,50.85,300.0,123.85
06/22/2023 16:00,894.31,0.5,32.88,60.83,300.0,180.35
06/22/2023 17:00,928.97,0.622,34.34,63.37,300.0,171.6
06/22/2023 18:00,1001.75,0.915,37.26,68.57,300.0,155.75
06/22/2023 19:00,1005.68,0.746,34.7,66.13,300.0,177.53
06/22/2023 20:00,0.0,0.539,32.96,32.96,300.0,0.0
06/22/2023 21:00,0.0,0.727,34.64,34.64,300.0,2.83
06/22/2023 22:00,0.0,0.52,33.9,33.9,300.0,0.81
06/22/2023 23:00,0.0,0.923,32.79,32.79,300.0,0.0
06/23/2023 00:00,0.0,0.487,33.0,33.0,300.0,0.0
06/23/2023 01:00,0.0,0.584,29.46,29.46,300.0,0.0
06/23/2023 02:00,0.0,0.52,30.18,30.18,300.0,0.84
06/23/2023 03:00,0.0,0.609,29.67,29.67,300.0,0.0
06/23/2023 04:00,0.0,0.488,29.62,29.62,300.0,3.11
06/23/2023 05:00,0.0,0.545,26.92,26.92,300.0,0.0
06/23/2023 06:00,21.05,0.665,27.22,27.88,300.0,5.88
06/23/2023 07:00,9.12,0.495,24.49,24.78,300.0,3.38
06/23/2023 08:00,0.0,1.277,24.53,24.53,300.0,3.24
06/23/2023 09:00,0.0,0.603,27.18,27.18,300.0,0.0
06/23/2023 10:00,10.67,0.495,23.6,23.93,300.0,2.72
06/23/2023 11:00,0.0,0.531,25.85,25.85,300.0,0.0
06/23/2023 12:00,0.0,0.713,29.18,29.18,300.0,0.21
06/23/2023 13:00,264.82,0.499,28.38,36.65,300.0,61.31
06/23/2023 14:00,477.08,0.68,29.56,44.47,300.0,94.41
06/23/2023 15:00,686.38,0.638,30.88,52.33,300.0,137.99
06/23/2023 16:00,863.85,0.509,32.66,59.66,300.0,174.14
06/23/2023 17:00,975.67,0.777,35.15,65.64,300.0,165.17
06/23/2023 18:00,1020.89,0.774,35.71,67.61,300.0,173.46
06/23/2023 19:00,977.74,0.529,34.84,65.39,300.0,185.87
06/23/2023 20:00,0.0,0.623,36.63,36.63,300.0,0.0
06/23/2023 21:00,0.0,0.635,35.33,35.33,300.0,0.0
06/23/2023 22:00,0.0,0.558,35.61,35.61,300.0,0.03
06/23/2023 23:00,0.0,0.5,31.98,31.98,300.0,0.0
06/24/2023 00:00,0.0,0.609,35.09,35.09,300.0,2.41
06/24/2023 01:00,0.0,0.582,31.6,31.6,300.0,0.0
06/24/2023 02:00,0.0,0.583,25.86,25.86,300.0,0.0
06/24/2023 03:00,0.0,0.526,31.17,31.17,300.0,3.12
06/24/2023 04:00,0.0,0.484,27.49,27.49,300.0,0.0
06/24/2023 05:00,0.0,0.724,25.85,25.85,300.0,0.08
06/24/2023 06:00,0.0,0.756,24.74,24.74,300.0,0.44
06/24/2023 07:00,47.12,0.67,25.81,27.28,300.0,10.0
06/24/2023 08:00,0.0,0.587,23.65,23.65,300.0,1.0
06/24/2023 09:00,7.69,0.587,24.28,24.52,300.0,1.94
06/24/2023 10:00,7.99,0.556,24.82,25.07,300.0,2.81
06/24/2023 11:00,0.0,0.502,26.01,26.01,300.0,0.0
06/24/2023 12:00,0.0,0.909,26.71,26.71,300.0,0.0
06/24/2023 13:00,301.09,0.521,29.96,39.37,300.0,65.54
06/24/2023 14:00,519.75,0.492,30.39,46.63,300.0,109.33
06/24/2023 15:00,723.1,0.523,31.86,54.46,300.0,145.91
06/24/2023 16:00,877.01,0.544,33.4,60.8,300.0,174.09
06/24/2023 17:00,945.26,0.556,33.38,62.91,300.0,185.36
06/24/2023 18:00,1024.93,0.57,32.78,64.81,300.0,196.74
06/24/2023 19:00,948.46,0.713,37.52,67.16,300.0,167.58
06/24/2023 20:00,0.0,0.993,36.37,36.37,300.0,0.12
06/24/2023 21:00,0.0,0.647,37.23,37.23,300.0,2.03
06/24/2023 22:00,0.0,0.965,35.86,35.86,300.0,0.71
06/24/2023 23:00,0.0,0.52,32.82,32.82,300.0,3.89
06/25/2023 00:00,0.0,0.648,28.94,28.94,300.0,0.0
06/25/2023 01:00,0.0,0.513,29.42,29.42,300.0,1.35
06/25/2023 02:00,0.0,0.651,30.92,30.92,300.0,0.0
06/25/2023 03:00,0.0,0.502,28.52,28.52,300.0,1.36
06/25/2023 04:00,0.0,0.513,26.84,26.84,300.0,0.0
06/25/2023 05:00,0.0,0.51,22.69,22.69,300.0,0.0
06/25/2023 06:00,0.18,0.568,25.62,25.62,300.0,0.0
06/25/2023 07:00,17.75,0.679,23.51,24.07,300.0,4.31
06/25/2023 08:00,22.44,0.484,23.88,24.58,300.0,6.0
06/25/2023 09:00,0.0,0.796,26.41,26.41,300.0,4.9
06/25/2023 10:00,0.68,0.502,24.09,24.11,300.0,0.0
06/25/2023 11:00,6.01,0.634,25.03,25.22,300.0,2.86
06/25/2023 12:00,11.08,0.538,27.74,28.09,300.0,2.83
06/25/2023 13:00,255.9,0.493,29.98,37.98,300.0,58.28
06/25/2023 14:00,497.1,0.528,29.36,44.9,300.0,105.73
06/25/2023 15:00,733.99,0.503,33.46,56.4,300.0,151.98
06/25/2023 16:00,889.35,0.526,30.55,58.34,300.0,175.71
06/25/2023 17:00,974.51,0.483,31.32,61.77,300.0,191.0
06/25/2023 18:00,1033.38,0.695,31.99,64.28,300.0,185.45
06/25/2023 19:00,957.23,0.698,32.32,62.23,300.0,168.79
06/25/2023 20:00,0.0,0.795,35.47,35.47,300.0,2.62
06/25/2023 21:00,0.0,0.697,33.33,33.33,300.0,0.0
06/25/2023 22:00,0.0,1.103,32.18,32.18,300.0,0.0
06/25/2023 23:00,0.0,0.49,34.07,34.07,300.0,5.4
06/26/2023 00:00,0.0,0.488,33.69,33.69,300.0,0.0
06/26/2023 01:00,0.0,0.499,32.82,32.82,300.0,0.0
06/26/2023 02:00,0.0,0.547,31.26,31.26,300.0,1.5
06/26/2023 03:00,0.0,0.637,27.28,27.28,300.0,1.63
06/26/2023 04:00,0.0,0.492,27.87,27.87,300.0,2.28
06/26/2023 05:00,0.0,0.592,27.16,27.16,300.0,0.0
06/26/2023 06:00,23.25,0.735,24.91,25.64,300.0,5.89
06/26/2023 07:00,14.09,0.85,25.37,25.81,300.0,2.17
06/26/2023 08:00,0.0,0.526,23.07,23.07,300.0,0.0
06/26/2023 09:00,28.16,0.745,24.18,25.06,300.0,5.91
06/26/2023 10:00,24.59,0.569,26.18,26.95,300.0,1.88
06/26/2023 11:00,11.99,0.497,28.68,29.05,300.0,4.61
06/26/2023 12:00,4.09,0.499,29.18,29.31,300.0,0.36
06/26/2023 13:00,262.96,0.534,29.65,37.87,300.0,56.36
06/26/2023 14:00,497.69,0.545,30.07,45.62,300.0,104.06
06/26/2023 15:00,718.88,0.509,31.13,53.6,300.0,147.78
06/26/2023 16:00,865.38,0.588,30.28,57.32,300.0,170.77
06/26/2023 17:00,947.54,0.607,32.23,61.84,300.0,176.78
06/26/2023 18:00,977.56,0.712,33.08,63.63,300.0,172.91
06/26/2023 19:00,949.47,0.508,35.64,65.31,300.0,184.91
06/26/2023 20:00,0.0,0.671,36.37,36.37,300.0,0.0
06/26/2023 21:00,0.0,0.577,35.89,35.89,300.0,0.32
06/26/2023 22:00,0.0,0.63,36.06,36.06,300.0,0.0
06/26/2023 23:00,0.0,0.599,33.59,33.59,300.0,0.0
06/27/2023 00:00,0.0,0.618,30.96,30.96,300.0,1.05
06/27/2023 01:00,0.0,0.611,31.15,31.15,300.0,3.09
06/27/2023 02:00,0.0,0.91,28.85,28.85,300.0,0.1
06/27/2023 03:00,0.0,0.548,29.63,29.63,300.0,0.0
06/27/2023 04:00,0.0,0.5,26.89,26.89,300.0,0.0
06/27/2023 05:00,0.0,0.497,26.25,26.25,300.0,0.0
06/27/2023 06:00,0.0,0.58,26.64,26.64,300.0,2.34
06/27/2023 07:00,19.62,0.525,23.99,24.6,300.0,4.72
06/27/2023 08:00,0.0,0.534,26.38,26.38,300.0,0.0
06/27/2023 09:00,22.35,0.484,23.08,23.78,300.0,7.69
06/27/2023 10:00,30.22,0.568,26.06,27.01,300.0,8.68
06/27/2023 11:00,0.0,0.711,26.26,26.26,300.0,1.2
06/27/2023 12:00,5.84,0.544,28.67,28.86,300.0,0.0
06/27/2023 13:00,280.68,0.53,26.58,35.35,300.0,61.95
06/27/2023 14:00,489.65,0.523,27.64,42.94,300.0,106.8
06/27/2023 15:00,723.03,0.545,32.35,54.95,300.0,146.18
06/27/2023 16:00,850.85,0.94,31.85,58.44,300.0,138.63
06/27/2023 17:00,954.42,0.535,33.33,63.16,300.0,187.54
06/27/2023 18:00,981.99,0.48,33.27,63.96,300.0,195.94
06/27/2023 19:00,970.82,0.679,36.13,66.47,300.0,175.45
06/27/2023 20:00,0.0,0.481,35.38,35.38,300.0,0.32
06/27/2023 21:00,0.0,0.639,35.12,35.12,300.0,0.16
06/27/2023 22:00,0.0,0.632,32.51,32.51,300.0,1.78
06/27/2023 23:00,0.0,0.773,34.22,34.22,300.0,0.0
06/28/2023 00:00,0.0,0.497,30.92,30.92,300.0,0.0
06/28/2023 01:00,0.0,0.549,30.22,30.22,300.0,0.01
06/28/2023 02:00,0.0,0.917,27.86,27.86,300.0,1.18
06/28/2023 03:00,0.0,0.542,28.38,28.38,300.0,1.85
06/28/2023 04:00,0.0,0.503,29.01,29.01,300.0,1.86
06/28/2023 05:00,0.0,0.819,26.72,26.72,300.0,0.0
06/28/2023 06:00,0.0,0.537,24.92,24.92,300.0,0.0
06/28/2023 07:00,0.0,0.484,25.25,25.25,300.0,0.0
06/28/2023 08:00,28.17,0.579,25.07,25.95,300.0,6.8
06/28/2023 09:00,0.0,0.627,25.18,25.18,300.0,0.0
06/28/2023 10:00,15.96,0.517,25.85,26.35,300.0,3.72
06/28/2023 11:00,0.0,0.558,24.82,24.82,300.0,5.7
06/28/2023 12:00,0.0,0.615,27.57,27.57,300.0,0.0
06/28/2023 13:00,291.98,0.621,25.98,35.11,300.0,61.94
06/28/2023 14:00,484.38,0.594,30.77,45.91,300.0,99.72
06/28/2023 15:00,691.62,0.486,29.55,51.16,300.0,146.7
06/28/2023 16:00,861.11,0.504,34.18,61.09,300.0,169.92
06/28/2023 17:00,971.63,0.719,29.78,60.14,300.0,175.92
06/28/2023 18:00,988.5,0.612,36.75,67.64,300.0,180.1
06/28/2023 19:00,931.87,0.594,32.28,61.4,300.0,174.69
06/28/2023 20:00,0.0,0.784,33.11,33.11,300.0,1.9
06/28/2023 21:00,0.0,0.559,35.19,35.19,300.0,1.33
